,Release Date,Season,Episode,Episode Title,Name,Sentence
18854,2016-05-29,Season 6,Episode 6,Blood of My Blood,Walder,"Cheer up, Lord Edmure. You're going home."
18855,2016-05-29,Season 6,Episode 6,Blood of My Blood,Jaime Lannister,I'm being sent to deal with the Blackfish. Apparently Walder Frey can't manage it on his own because he's 400 years old. Sent me with an army to the Riverlands and a siege that could last months.
18856,2016-05-29,Season 6,Episode 6,Blood of My Blood,Cersei Lannister,BEtter you're elsewhere at the head of an army than in the sept dungeons.
18857,2016-05-29,Season 6,Episode 6,Blood of My Blood,Jaime Lannister,I'm not going to the Riverlands.
18858,2016-05-29,Season 6,Episode 6,Blood of My Blood,Cersei Lannister,"What, then?"
18859,2016-05-29,Season 6,Episode 6,Blood of My Blood,Jaime Lannister,I'm going to give Bronn the largest bag of gold anyone's ever seen and have him gather the best killers he knows. I'll take them to the sept and I'll remove the High Sparrow's head and every other sparrow head I can find.
18860,2016-05-29,Season 6,Episode 6,Blood of My Blood,Cersei Lannister,You can't.
18861,2016-05-29,Season 6,Episode 6,Blood of My Blood,Jaime Lannister,He has our son! He stole our son! He's torn our family apart. How should we treat people who tear us apart?
18862,2016-05-29,Season 6,Episode 6,Blood of My Blood,Cersei Lannister,"We should treat them without mercy and we will. But if you kill the High Sparrow, you won't leave the sept alive. And without you, this is all for nothing. Stand at the head of our army where you belong, where Father wanted you. Show our men where their loyalties belong. Show them what lannisters are, what we do to our enemies. And take that stupid little castle back because it's ours and because you can."
18863,2016-05-29,Season 6,Episode 6,Blood of My Blood,Jaime Lannister,You'll stand trial soon. I need to he here for you.
18864,2016-05-29,Season 6,Episode 6,Blood of My Blood,Cersei Lannister,"It will be a trial by combat. I have the Mountain. They've made us both stronger, all of them."
18865,2016-05-29,Season 6,Episode 6,Blood of My Blood,Cersei Lannister,They have no idea how strong we are. No idea what we're going to do to them.
18866,2016-05-29,Season 6,Episode 6,Blood of My Blood,Cersei Lannister,We've always been together. We'll always be together. We're the only two people in the world.
18867,2016-05-29,Season 6,Episode 6,Blood of My Blood,Meera,Why did you help us?
18868,2016-05-29,Season 6,Episode 6,Blood of My Blood,Rider,The Three-Eyed Raven sent for me.
18869,2016-05-29,Season 6,Episode 6,Blood of My Blood,Meera,The Three-Eyed Raven's dead.
18870,2016-05-29,Season 6,Episode 6,Blood of My Blood,Rider,Now he lives again.
18871,2016-05-29,Season 6,Episode 6,Blood of My Blood,Rider,"When I last saw you, you were a boy. A fearless boy. Loved to climb the castle walls, frighten his mother."
18872,2016-05-29,Season 6,Episode 6,Blood of My Blood,Bran Stark,Who are you?
18873,2016-05-29,Season 6,Episode 6,Blood of My Blood,Bran Stark,Uncle Benjen. The last letter Jon wrote me said you had been lost beyond the Wall.
18874,2016-05-29,Season 6,Episode 6,Blood of My Blood,Benjen,I led a ranging party deep into the North to find White Walkers. They found us. A white walker stabbed me in the gut with a sword of ice. Left me there to die. To turn. The Children found me. Stopped the walker's magic from taking hold.
18875,2016-05-29,Season 6,Episode 6,Blood of My Blood,Bran Stark,How?
18876,2016-05-29,Season 6,Episode 6,Blood of My Blood,Benjen,The same way they made the Walkers in the first place. You saw it yourself.
18877,2016-05-29,Season 6,Episode 6,Blood of My Blood,Bran Stark,Dragonglass. A shard of dragonglass plunged into your heart.
18878,2016-05-29,Season 6,Episode 6,Blood of My Blood,Benjen,You are the Three-Eyed Raven now.
18879,2016-05-29,Season 6,Episode 6,Blood of My Blood,Bran Stark,I didn't have time to learn. I can't control anything.
18880,2016-05-29,Season 6,Episode 6,Blood of My Blood,Benjen,You must learn to control it before the Night King comes.
18881,2016-05-29,Season 6,Episode 6,Blood of My Blood,Benjen,Drink.
18882,2016-05-29,Season 6,Episode 6,Blood of My Blood,Benjen,"One way or another, he will find his way to the world of men. When he does, you will be there waiting for him. And you will be ready."
18883,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daario,Everything all right?
18884,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,How many days' ride to Meereen?
18885,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daario,A week at best.
18886,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,How many ships will I need to bring my khalasar to Westeros?
18887,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daario,"Dothraki and all their horses, the Unsullied, the Second Sons- - 1,000 ships easily. Probably more."
18888,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,And who has that many?
18889,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daario,Nobody.
18890,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,Nobody yet.
18891,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daario,So we ride for Meereen and after that we sail for Westeros. What then?
18892,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,I take what is mine.
18893,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daario,You weren't made to sit on a chair in a palance.
18894,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,What was I made for?
18895,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daario,"You're a conqueror, Daenerys Stormborn."
18896,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,Wait here.
18897,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daario,I'm going after her. Wait for me here.
18898,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,Every khal who ever lived chose three blood riders to fight beside him and guard his way. But I am not a khal. I will not choose three blood riders. I choose you all.
18899,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,I will ask more of you than any khal has ever asked of his khalassar! Will you ride the wooden horses across the black salt sea?
18900,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,Will you kill my enemies in their iron suits and tear down their stone houses?
18901,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,"Will you give me the Seven Kingdoms, the gift Khal Drogo promised me before the Mother of Mountains?"
18902,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,Are you with me?
18903,2016-05-29,Season 6,Episode 6,Blood of My Blood,Daenerys Targaryen,Now and always?
18904,2016-06-05,Season 6,Episode 7,The Broken Man,Man,That's it. Get it to the top.
18905,2016-06-05,Season 6,Episode 7,The Broken Man,Man,Steady. Steady.
18906,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,Up she goes.
18907,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"Hey, come on. Put your back into it, huh?"
18908,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"Here you are, son."
18909,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"Oh, gentlemen, please."
18910,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"And you lot, come on. Come on, get it moving. Come on, come on."
18911,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,In all my days I've never seen a man swing an ax like that. How many men did it take to cut you down?
18912,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,Just one.
18913,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,Ooh. he must have been some kind of monster.
18914,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,He was a woman.
18915,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,I think some of the men are a bit afraid of you.
18916,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,I'm used to it.
18917,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"When I found you, I thought you'd been dead for days. The way you were stinking already and you had bugs all over you and bone was coming through right there."
18918,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"I was gonna give you a proper burial and then you coughed. Oh, nearly shit myself. I reckoned you were gonna die by the time I loaded you on the wagon, but you didn't. Now, I reckoned you'd die a dozen more times over the next few days, but you didn't. What kept you going?"
18919,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,Hate.
18920,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"No, there's a reason you're still here."
18921,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,"Aye, there's a reason. I'm a big fucker and I'm tough to kill."
18922,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"No, a reason. Gods aren't done with you yet."
18923,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,"I've heard that before. Man was talking about a different god, though."
18924,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"Well, maybe he was right. I don't know much about the gods."
18925,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,You're in the wrong line of work.
18926,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"Oh, there's plenty of pious sons of bitches who think they know the word of god or gods. I don't. I don't even know their real names. Maybe it is the Seven. Or maybe it's the old gods. Or maybe it's the Lord of Light. Or maybe they're all the same fucking thing. I don't know. What matters, I believe, is that there's something greater than us. And whatever it is, it's got plans for Sandor Clegane."
18927,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,You didn't know me back in my time. You don't know the things I've done.
18928,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,I've heard stories.
18929,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,If the gods are real...why haven't they punished me?
18930,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,They have.
18931,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,Your Grace. What are we reading today?
18932,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,"The Book of the Mother, Your Holiness. Chapter three, verse 12."
18933,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,"Ah, “As water rounds the stones, smoothing- -”"
18934,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,"Smoothing what was jagged, so does a woman's love calm a man's brute nature. A wife salves her husbando s wounds, a mother sings her son to sleep.”"
18935,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,"You learn quickly. There are some who know every verse of the sacred text, but don't have a drop of the Mother's mercy in their blood and savages who can't read at all who understand the Father's wisdom."
18936,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,"For year I pretended to love the poor, the afflicted. I had pity for them, but I never loved them. They disgusted me."
18937,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,They are hard to love.
18938,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,"The poor disgust us because they are us, shorn of our illusions. They show us what we'd look like without our fine clothes. How'd we smell without perfume."
18939,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,Can I ask you about a personal matter?
18940,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,Of course.
18941,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,"The king mentioned that since your reunion, you haven't joined him in the marriage bed."
18942,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,No.
18943,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,"You have a duty, Your Grace. To your husband, your king, your country, to the gods themselves."
18944,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,It's just...the desires that once drove me no longer do.
18945,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,"Congress does not require desire on the woman's part, only patience. The king must have an heir if we are to continue our good work."
18946,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,Forgive me. Sometimes the truth path is hard to find.
18947,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,Hard to find and harder still to walk upon. But you've made great progress. I only pray your grandmother follows your lead.
18948,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,My grandmother?
18949,2016-06-05,Season 6,Episode 7,The Broken Man,Sparrow,"Yes. The Queen of Thorns is a remarkable woman, a strong woman, and an unrepentant sinner. You must teach her the new way as she taught you the old. Or I fear for her safety, body and soul."
18950,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,Does it move or talk? I want to speak with you alone.
18951,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,Septa Unella has been my true friend and counselor.
18952,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,"Oh, this is madness!"
18953,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,"You're not in your sanctuary now, my dear. All I have to do is whistle and my men will stroll in here and bash you about..."
18954,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,Grandmother.
18955,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,until I tell them to stop. If I tell them to stop. You could use a good bashing.
18956,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,"Grandmother, please."
18957,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,What have they done to you?
18958,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,"You marched against the High Sparrow, against the Faith."
18959,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,We marched for you.
18960,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,"The gods could have punished you and Father, but they didn't. They showed mercy."
18961,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,And what about your brother? What mercy did they show him?
18962,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,"Loras's only hope is to confess his crimes and repent. If he does, the Faith will allow him to return to Highgarden. He'll have to renounce his name and title..."
18963,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,Have you lost your mind?
18964,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,and live his life as a penitent.
18965,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,"He is the heir to Highgarden, the future of House Tyrell."
18966,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,He can begin again.
18967,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,As a mindless fanatic.
18968,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,As a free man.
18969,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,You will leave for Highgarden today. There is no law that says you must stay here.
18970,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,I am the queen. It is my duty to serve my husband the king.
18971,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,"But you should leave, Grandmother. Your place is at home."
18972,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,I will never leave you. Never.
18973,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,You must.
18974,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,Go home. Find comfort in prayer and good works.
18975,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,The Mother watches over us all.
18976,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,"I'll see you soon, my dear."
18977,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,"Seven blessings to you, Grandmother."
18978,2016-06-05,Season 6,Episode 7,The Broken Man,Margaery Tyrell,Shall we pray?
18979,2016-06-05,Season 6,Episode 7,The Broken Man,Dim Dalba,"We said we'd fight with you, King Crow, when the time comes and we meant it, but this isn't what we agreed to. These aren't White Walkers. This isn't an army of the dead. This isn't our find."
18980,2016-06-05,Season 6,Episode 7,The Broken Man,Tormund,"If it weren't for him, none of us would be here. All of you would be meat in the Night King's army. And I'd be a pile of charred bones just like Mance."
18981,2016-06-05,Season 6,Episode 7,The Broken Man,Dim Dalba,"Remember Mance's camp? It stretched all the way to the horizon. And look at us now. Look what's left of us. And if we lose this, we're gone. Dozens of tribes, hundreds of generations. Be like we were never there at all. We'll be the last of the free folk."
18982,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,"That's what'll happen to you if we lose. The Boltons, the Karstarks, the Umbers, they know you're here. They know that more than half of you are women and children. After they finish with me, they'll come for you. You're right. This isn't your fight. You shouldn't have to come to Winterfell with me. I shouldn't be asking you. It's not the deal we made. I need you with me if we're gonna beat them, and we need to beat them if you're going to survive."
18983,2016-06-05,Season 6,Episode 7,The Broken Man,Tormund,"The crows killed him because he spoke for the free folk when no other southerners would. He died for us. If we are not willing to do the same for him, we're cowards. And if that's what we are, we deserve to be the last of the free folk."
18984,2016-06-05,Season 6,Episode 7,The Broken Man,Wun Wun,Snow.
18985,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,Are you sure they'll come?
18986,2016-06-05,Season 6,Episode 7,The Broken Man,Tormund,"We're not clever like you southerners. When we say we'll do something, we do it."
18987,2016-06-05,Season 6,Episode 7,The Broken Man,Cersei Lannister,I heard you were leaving King's Landing.
18988,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,That is hardly your concern.
18989,2016-06-05,Season 6,Episode 7,The Broken Man,Cersei Lannister,Your grandson is still a prisoner. You'll leave him rotting in a cell?
18990,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,Loras rots in a cell because of you. THe High Sparrow rules this city because of you. Our two ancient houses face collapse because of you and your stupidity.
18991,2016-06-05,Season 6,Episode 7,The Broken Man,Cersei Lannister,You're right. I made a terrible mistake. I carry it with me every single day.
18992,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,Good.
18993,2016-06-05,Season 6,Episode 7,The Broken Man,Cersei Lannister,I delivered an army of fanatics onto our doorstep. And now we must fight them together. We need each other.
18994,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,"I wonder if you're the worst person I've ever met. At a certain age, it's hard to recall. But the truly vile do stand out through the years. Do you remember the way you smirked at me when my grandson and granddaughter were dragged off to their cells? I do. I'll never forget it."
18995,2016-06-05,Season 6,Episode 7,The Broken Man,Cersei Lannister,You love your granddaughter. I love my son. It's the only truth I know. We must defend them.
18996,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,"I'm leaving this wretched city as fast as I can before that shoeless zealot throws me into one of his cells. If you're half as bright as you think you are, you'll find your way out of here, too."
18997,2016-06-05,Season 6,Episode 7,The Broken Man,Cersei Lannister,Never. I'll never leave my son.
18998,2016-06-05,Season 6,Episode 7,The Broken Man,Olenna Tyrell,"What'll you do, then? You have no support. Not anymore. Your brother's gone. The High Sparrow saw to that. The rest of your family have abandoned you. The people despise you. You're surrounded by enemies, thousands of them. You're going to kill them all by yourself? You've lost, Cersei. It's the only joy I can find in all this misery."
18999,2016-06-05,Season 6,Episode 7,The Broken Man,Man,Pick the pace up. Keep going.
19000,2016-06-05,Season 6,Episode 7,The Broken Man,Man,Keep it moving!
19001,2016-06-05,Season 6,Episode 7,The Broken Man,Bronn,"Now, that is a sorry attempt at a siege. Someone needs to teach those sad twats how to dig trenches."
19002,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,Someone certainly does.
19003,2016-06-05,Season 6,Episode 7,The Broken Man,Bronn,"Oh, no. Not me. I'm just an upjumped sellsword."
19004,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,You're an anointed knight. There's quite a difference.
19005,2016-06-05,Season 6,Episode 7,The Broken Man,Bronn,"Aye, knights don't get paid."
19006,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,You have better instincts than any officer in the Lannister army.
19007,2016-06-05,Season 6,Episode 7,The Broken Man,Bronn,That's like saying I have a bigger cock than anyone in the Unsullied army.
19008,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,I expect to command all the Lannister forces before long. You can be the right hand I lost.
19009,2016-06-05,Season 6,Episode 7,The Broken Man,Bronn,You promised me a lordship and a castle and a highborn beauty for a wife.
19010,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,And you'll get all three. A Lannister always- -
19011,2016-06-05,Season 6,Episode 7,The Broken Man,Bronn,Don't say it. Don't fucking say it.
19012,2016-06-05,Season 6,Episode 7,The Broken Man,Lothar,"Come out and fight us, Blackfish. Yield the castle or we'll hang him."
19013,2016-06-05,Season 6,Episode 7,The Broken Man,Lothar,This is your last warning. Yield the castle.
19014,2016-06-05,Season 6,Episode 7,The Broken Man,Black Walder,"You think I won't do it, old man?"
19015,2016-06-05,Season 6,Episode 7,The Broken Man,Black Walder,I sliced your niece's throat from ear to ear. And where were you? Running and hiding like a fucking coward. Yield the castle or I cut his throat.
19016,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,"Go on, then. Cut his throat."
19017,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,"Lothar, is it?"
19018,2016-06-05,Season 6,Episode 7,The Broken Man,Lothar,Ser Jaime. We didn't know you were coming.
19019,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,"Cause you didn't set up a proper perimeter. You just allowed 8,000 men to approach unchallenged."
19020,2016-06-05,Season 6,Episode 7,The Broken Man,Bronn,Good thing we're friends or we'd be fucking you in the ass right now.
19021,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,Have Lord Edmure bathed and fed.
19022,2016-06-05,Season 6,Episode 7,The Broken Man,Black Walder,"Whoa, whoa."
19023,2016-06-05,Season 6,Episode 7,The Broken Man,Lothar,Walder.
19024,2016-06-05,Season 6,Episode 7,The Broken Man,Black Walder,Edmure is a prisoner of House Frey.
19025,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,"Only a fool makes threats he's not prepared to carry out. Now let's say I threatened to hit you unless you shut your mouth, but you kept talking. What do you think I'd do?"
19026,2016-06-05,Season 6,Episode 7,The Broken Man,Black Walder,I don't give a rat's- -
19027,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,I'm here by the king's command to take back this castle. Have him bathed and fed. Unless you'd like to take his place.
19028,2016-06-05,Season 6,Episode 7,The Broken Man,Lothar,"Apologies, Ser Jaime."
19029,2016-06-05,Season 6,Episode 7,The Broken Man,Lothar,Do as he says.
19030,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,"The siege is now under my command. The next time the Blackfish looks out from those ramparts, he'll see an army at his gates, not whatever this is."
19031,2016-06-05,Season 6,Episode 7,The Broken Man,Bronn,Have your lads start digging perimeter trenches. Set pickets every hundred yards. And work double-time on those siege towers and trebuchets.
19032,2016-06-05,Season 6,Episode 7,The Broken Man,Black Walder,Those are our siege towers- -
19033,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,"As I said, the siege is under my command. If that's not to your liking, go home."
19034,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,Get word to the Blackfish. I want a parley.
19035,2016-06-05,Season 6,Episode 7,The Broken Man,Bronn,A parley or a fight?
19036,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,He's an old man.
19037,2016-06-05,Season 6,Episode 7,The Broken Man,Bronn,You've got one hand. My money's on the old boy.
19038,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,Lady Mormont.
19039,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,Welcome to Bear Island.
19040,2016-06-05,Season 6,Episode 7,The Broken Man,Sansa Stark,"I remember when you were born, my lady. You were named for my Aunt Lyanna. It was said she was a great beauty. I'm sure you will be, too."
19041,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,"I doubt it. My mother wasn't a great beauty or any other kind of beauty. She was a great warrior, though. She died fighting for your brother, Robb."
19042,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,"I served under your uncle at Castle Black, Lady Lyanna. He was also a great warrior and an honorable man. I was his steward. In fact- -"
19043,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,I think we've had enough small talk. What are you here?
19044,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,Stannis Baratheon garrisoned at Castle Black before he marched on Winterfell and was killed. He showed me the letter you wrote to him when he petitioned for men. It said- -
19045,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,I remember what it said. “Bear Island knows no king but the King in the North whose name is Stark.”
19046,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,"Robb is gone, but House Stark is not. And it needs your support now more than ever. I've come with my sister to ask for House Mormont's allegiance."
19047,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,"As far as I understand, you're a Snow and Lady Sansa is a Bolton. Or is she a Lannister? I've heard conflicting reports."
19048,2016-06-05,Season 6,Episode 7,The Broken Man,Sansa Stark,"I did what I had to do to survive, my lady. But I am a Stark. I will always be a Stark."
19049,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,"If you say so. In any case, you don't just want my allegiance. You want my fighting men."
19050,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,"Ramsay Bolton cannot be allowed to keep Winterfell, my lady. It is our duty to stop him. Even more so because he holds our brother Rickon Stark as prisoner. What you have to understand, my lady, is that- -"
19051,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,I understand that I'm responsible for Bear Island and all who live here. So why should I sacrifice one more Mormont life for someone else's war?
19052,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,"If it please, my lady, I understand how you feel."
19053,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,"I don't know you, Ser…?"
19054,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,"Davos, my lady, of House Seaworth."
19055,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,You needn't ask your maester about my house. It's rather new.
19056,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,"All right, Ser Davos of House Seaworth. How is it you understand how I feel?"
19057,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,"You never thought you'd find yourself in your position. Being responsible for so many lives at such a young age. I never thought I'd be in my position. I was a crabber's son, then I was a smuggler. And now I found myself addressing the lady of a great house in time of war. But I'm here because this isn't someone else's war. It's our war."
19058,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,"Go on, Ser Davos."
19059,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,"Your uncle, Lord Commander Mormont, made that man his steward. He chose Jon to be his successor because he knew had the courage to do what was right, even if it meant giving his life. Because Jeor Mormont and Jon Snow both understood that the real war isn't between a few squabbling houses. It's between the living and the dead. And make no mistake, my lady, the dead are coming."
19060,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,Is this true?
19061,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,Your uncle fought them at the Fist of the First Men. I fought them at Hardhome. We both lost.
19062,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,"As long as the Boltons hold Winterfell, the North is divided. And a divided North won't stand a chance against the Night King. You want to protect your people, my lady. I understand. But there's no hiding from this. We have to fight and we need to do it together."
19063,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,"House Mormont has kept faith with House Stark for 1,000 years. We will not break faith today."
19064,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,"Thank you, my lady. How many fighting men can we expect?"
19065,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,62.
19066,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,62?
19067,2016-06-05,Season 6,Episode 7,The Broken Man,Lyanna,"We are not a large house, but we're a proud one. And every man from Bear Island fights with the strength of 10 mainlanders."
19068,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,"If they're half as ferocious as their lady, the Boltons are doomed."
19069,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,Kingslayer.
19070,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,Blackfish.
19071,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,I assume you're here to fulfill the vow you gave my niece. I don't see Sansa and Arya.
19072,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,I don't have them.
19073,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,Pity. Do you wish to resume your captivity?
19074,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,Then why are you here?
19075,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,"You know why I'm here. This castle belongs to House Frey. You're trespassing. In the name of King Tommen, I order you to surrender or- -"
